period,country,sex,agecode,age,pi,LE,HLE,u,rho,lx,Lx
2017 to 2019,Northern Ireland,Female,3,05 to 09,0.948608714206964,77.56756756756756,57.4,6.786055189247421,0.9670339452066509,1.0148742455715498,6.886992640594377
2017 to 2019,Northern Ireland,Female,4,10 to 14,0.937653499176364,73.19444444444444,52.7,3.2151688732770225,1.0351101178235182,0.9814178455836793,3.155424108799241
2017 to 2019,Northern Ireland,Female,5,15 to 19,0.920436272579243,67.6056338028169,48.0,5.867620843378191,0.9815490539634264,1.0158755417762257,5.960772503204295
2017 to 2019,Northern Ireland,Female,6,20 to 24,0.898758606688471,62.89855072463768,43.4,5.499119935652885,0.9860927853492261,0.9971316769750377,5.483346683324423
2017 to 2019,Northern Ireland,Female,7,25 to 29,0.87883320262227,58.208955223880594,39.0,5.087457113464879,0.9950712902527438,0.9832643527082596,5.002315225602075
2017 to 2019,Northern Ireland,Female,8,30 to 34,0.85601345764981,53.384615384615394,34.7,4.724020944569638,1.005120475318978,0.9784181281089368,4.622067729733237
2017 to 2019,Northern Ireland,Female,9,35 to 39,0.82787792085186,48.41269841269841,30.5,4.444020598637472,1.0159429343400443,0.9834280939855592,4.370374706950613
2017 to 2019,Northern Ireland,Female,10,40 to 44,0.795618427850136,43.278688524590166,26.4,6.021566285791295,0.9561562344470508,0.9991068235161259,6.016187964388736
2017 to 2019,Northern Ireland,Female,11,45 to 49,0.757221747358521,38.96551724137931,22.6,3.9514422484601326,1.0319937892649862,0.9553022181835331,3.774821544978092
2017 to 2019,Northern Ireland,Female,12,50 to 54,0.715189438245923,33.92857142857143,19.0,5.496302340447045,0.9659681164555081,0.985865956036471,5.418617361530319
2017 to 2019,Northern Ireland,Female,13,55 to 59,0.671857334810775,29.433962264150942,15.6,5.138092411922848,0.9641218195328609,0.9523150806301586,4.893082889545513
2017 to 2019,Northern Ireland,Female,14,60 to 64,0.627236114439589,25.2,12.6,4.808055723677022,0.9779810010073263,0.9181477483057316,4.414505536422543
2017 to 2019,Northern Ireland,Female,15,65 to 69,0.582874087079624,20.851063829787236,9.8,4.378204107404063,0.9928846955956981,0.8979310539606621,3.93132542861623
2017 to 2019,Northern Ireland,Female,16,70 to 74,0.532031152109412,16.59090909090909,7.3,5.026361983771972,0.8895805467028552,0.8915420011776564,4.481212821655358
2017 to 2019,Northern Ireland,Female,17,75 to 79,0.471655542185751,13.0,5.2,5.3429542815858,0.7882252945426383,0.7930984208161772,4.23748860321873
2017 to 2019,Northern Ireland,Female,18,80 to 84,0.408623762686403,9.714285714285714,3.4,3.939937171196572,0.8524038325512542,0.6251402363491326,2.4630132544025582
2017 to 2019,Northern Ireland,Female,19,85 to 89,0.342674458897561,6.774193548387097,2.1,4.096908306821074,0.5800784690059716,0.5328719333459975,2.183127450197023
2017 to 2019,Northern Ireland,Female,20,90+,0.259121663441072,4.615384615384615,1.2,4.615384615384615,0.0,0.30910753527159834,1.4266501627919923
2017 to 2019,Northern Ireland,Male,1,<1,0.958780118343051,78.83116883116882,60.7,1.4210854715202004e-14,1.0116666666666665,1.0,1.4210854715202004e-14
2017 to 2019,Northern Ireland,Male,2,01 to 04,0.953217270772199,77.92207792207792,60.0,4.032873335321412,0.9992134428102304,1.0116666666666665,4.079923524233494
2017 to 2019,Northern Ireland,Male,3,05 to 09,0.942996442750989,73.94736842105263,56.2,7.28558268498945,0.9578586688288689,1.0108709329763497,7.364783766051624
2017 to 2019,Northern Ireland,Male,4,10 to 14,0.934062418850747,69.5945945945946,51.5,3.410456221510131,1.0301582305405472,0.9682714862185231,3.302247514284823
2017 to 2019,Northern Ireland,Male,5,15 to 19,0.921323679213707,64.24657534246575,46.9,6.080395304635495,0.9740091468598934,0.9974728409257396,6.065029178466295
2017 to 2019,Northern Ireland,Male,6,20 to 24,0.900095436448797,59.71830985915493,42.4,2.984491346679789,1.0450966568087525,0.9715476708059938,2.8995756164073927
2017 to 2019,Northern Ireland,Male,7,25 to 29,0.882883491510074,54.285714285714285,38.0,5.351417592595844,0.9844769748911404,1.0153612226896747,5.433621909941151
2017 to 2019,Northern Ireland,Male,8,30 to 34,0.862891162994972,49.70588235294117,33.8,4.899758236801404,0.9956916470253281,0.9995997449353005,4.89779708375132
2017 to 2019,Northern Ireland,Male,9,35 to 39,0.838326492308524,45.0,29.7,6.480212790223028,0.9442593751813032,0.9952931164007272,6.44971118292093
2017 to 2019,Northern Ireland,Male,10,40 to 44,0.808103587148463,40.79365079365079,25.7,4.118416166091841,1.0215476311785827,0.9398148562148027,3.870548696968322
2017 to 2019,Northern Ireland,Male,11,45 to 49,0.771187356450245,35.90163934426229,21.9,5.6334749343540444,0.9593188720080209,0.9600656401126719,5.408505718909308
2017 to 2019,Northern Ireland,Male,12,50 to 54,0.727840878750927,31.551724137931036,18.3,3.7597186540894114,1.0375682047300874,0.9210090869265469,3.462735044703595
2017 to 2019,Northern Ireland,Male,13,55 to 59,0.682124626776635,26.785714285714285,15.0,5.282323089944626,0.9497331111464934,0.9556097448624743,5.0478394202631405
2017 to 2019,Northern Ireland,Male,14,60 to 64,0.631698603231592,22.641509433962263,12.0,5.157573932841309,0.9399965323183307,0.9075742160301445,4.680881118715961
2017 to 2019,Northern Ireland,Male,15,65 to 69,0.590546659896012,18.6,9.3,4.62891299088129,0.9516537527950427,0.8531166158898634,3.949002586029272
2017 to 2019,Northern Ireland,Male,16,70 to 74,0.546100501226519,14.680851063829786,6.9,5.057980252879913,0.8444560099404991,0.8118716290833955,4.10643066777726
2017 to 2019,Northern Ireland,Male,17,75 to 79,0.493833233893712,11.395348837209303,4.9,4.38986571442975,0.8537932555887581,0.685589876479657,3.0096474929181736
2017 to 2019,Northern Ireland,Male,18,80 to 84,0.434184226748824,8.205128205128204,3.2,3.8986534756015168,0.7536330776671702,0.5853520126382609,2.2820846585224985
2017 to 2019,Northern Ireland,Male,19,85 to 89,0.37426993396493,5.714285714285714,2.0,3.84697104819292,0.4668286665231986,0.4411406388032449,1.6970552656574132
2017 to 2019,Northern Ireland,Male,20,90+,0.300653352238049,4.0,1.2,4.0,0.0,0.20593709616171083,0.8237483846468433
2017 to 2019,Scotland,Female,1,<1,0.936574730103505,80.77922077922078,62.2,4.5747894238246545,0.9417132980504237,1.0,4.5747894238246545
2017 to 2019,Scotland,Female,2,01 to 04,0.93264048971194,80.92105263157895,61.5,2.842170943040401e-14,1.0640138408304494,0.9417132980504237,2.6765101723936587e-14
2017 to 2019,Scotland,Female,3,05 to 09,0.926978705990801,76.05263157894737,57.8,8.134897626544586,0.946499493875293,1.0019959832197411,8.15113474570148
2017 to 2019,Scotland,Female,4,10 to 14,0.916560869738239,71.75675675675676,53.1,3.846291929140193,1.0200543070814834,0.9483886909825615,3.647779767814059
2017 to 2019,Scotland,Female,5,15 to 19,0.894096159793226,66.57534246575342,48.6,3.824055771524492,1.0221929054263537,0.9674079690241318,3.699422027365518
2017 to 2019,Scotland,Female,6,20 to 24,0.87400530635165,61.388888888888886,44.2,7.0559789440935035,0.953208946399919,0.9888775625893853,6.9774992599172085
2017 to 2019,Scotland,Female,7,25 to 29,0.858273231105349,57.0,39.9,3.387348042560319,1.0391216250177915,0.9426069395543479,3.1929377716031935
2017 to 2019,Scotland,Female,8,30 to 34,0.840339213252714,51.594202898550726,35.6,6.057818621247947,0.9685516655807258,0.9794832547827612,5.933531900023557
2017 to 2019,Scotland,Female,9,35 to 39,0.819549354895187,47.014925373134325,31.5,2.9467324016458676,1.0538046145355935,0.9486801378282738,2.7955065009364417
2017 to 2019,Scotland,Female,10,40 to 44,0.795041311583539,41.81818181818182,27.6,5.394456663332548,0.9753633514269262,0.9997235069616978,5.392965133619714
2017 to 2019,Scotland,Female,11,45 to 49,0.767173533617011,37.34375,23.9,5.074791517499236,0.9855543970024864,0.9750936702504415,4.948397086554137
2017 to 2019,Scotland,Female,12,50 to 54,0.735102213086648,32.74193548387097,20.3,4.8469872899671955,0.9903531903161104,0.9610078542046151,4.657992854888417
2017 to 2019,Scotland,Female,13,55 to 59,0.702916984830378,28.166666666666664,16.9,6.3573515535154925,0.9008195372823311,0.95173719433038,6.0505279309147175
2017 to 2019,Scotland,Female,14,60 to 64,0.671096804035306,24.210526315789473,13.8,3.9985409208208047,1.0198708226819053,0.8573434590110769,3.4281229040538452
2017 to 2019,Scotland,Female,15,65 to 69,0.639472507767771,19.818181818181817,10.9,4.976420648180628,0.9411848546830024,0.8743795788625773,4.351280590599212
2017 to 2019,Scotland,Female,16,70 to 74,0.601431126442286,15.769230769230766,8.2,5.194460837592764,0.8603202656247867,0.8229528168695597,4.274796178415578
2017 to 2019,Scotland,Female,17,75 to 79,0.548809928531086,12.291666666666666,5.9,4.518582755306219,0.8550392302496491,0.7080029860058861,3.199170083271507
2017 to 2019,Scotland,Female,18,80 to 84,0.486245931400762,9.090909090909092,4.0,4.216272672001669,0.7499440644472958,0.6053703281689259,2.5524063710993246
2017 to 2019,Scotland,Female,19,85 to 89,0.426208511380039,6.5,2.6,3.4692254822683184,0.7008666072254514,0.45399388440279753,1.5750071525641625
2017 to 2019,Scotland,Female,20,90+,0.368810508838871,4.324324324324325,1.6,4.324324324324325,0.0,0.3181891534624925,1.3759530960540216
2017 to 2019,Scotland,Male,1,<1,0.946698759047718,76.875,61.5,4.905909942566339,0.9366652577491367,1.0,4.905909942566339
2017 to 2019,Scotland,Male,2,01 to 04,0.943421753709728,76.83544303797468,60.7,0.0,1.0649122807017546,0.9366652577491367,0.0
2017 to 2019,Scotland,Male,3,05 to 09,0.938320605982727,72.15189873417721,57.0,8.573151018905122,0.9360542206646177,0.9974663358837299,8.551429533805157
2017 to 2019,Scotland,Male,4,10 to 14,0.930438069415456,67.92207792207792,52.3,3.985147106806984,1.0187016230525348,0.9336825736748366,3.7208624071563743
2017 to 2019,Scotland,Male,5,15 to 19,0.918805360334753,62.76315789473684,47.7,3.7180784881637123,1.0250881841418946,0.9511439532184239,3.5364278716084145
2017 to 2019,Scotland,Male,6,20 to 24,0.902446073352318,57.6,43.2,6.680349268645827,0.9580243565435194,0.9750064278622174,6.513383477294344
2017 to 2019,Scotland,Male,7,25 to 29,0.886079889474211,53.150684931506845,38.8,3.200308303418069,1.0394298026654312,0.9340799056784961,2.989343678198858
2017 to 2019,Scotland,Male,8,30 to 34,0.867655149978234,48.05555555555556,34.6,5.73266679392723,0.9713449879717977,0.9709104920331437,5.565906337553951
2017 to 2019,Scotland,Male,9,35 to 39,0.846916729533964,43.57142857142857,30.5,5.220738351761511,0.9803935845629174,0.9430890402056261,4.923621121327466
2017 to 2019,Scotland,Male,10,40 to 44,0.822202858086809,39.11764705882353,26.6,4.823299357387185,0.9927311176731574,0.924598444689195,4.4596150841105855
2017 to 2019,Scotland,Male,11,45 to 49,0.793371019929532,34.54545454545455,22.8,4.504821649008619,0.9961660649598649,0.9178776473951675,4.134875097126851
2017 to 2019,Scotland,Male,12,50 to 54,0.760726587846566,30.15625,19.3,4.285792821592377,1.0087851226800457,0.9143585641202624,3.918751370468134
2017 to 2019,Scotland,Male,13,55 to 59,0.724301640588368,25.64516129032258,15.9,5.72855875281326,0.9180308982133202,0.9223913162796094,5.283972848392501
2017 to 2019,Scotland,Male,14,60 to 64,0.682699082477423,21.694915254237287,12.8,5.304419923000463,0.9178677385492621,0.8467837285883365,4.491696480396588
2017 to 2019,Scotland,Male,15,65 to 69,0.644870714084626,17.857142857142858,10.0,3.4055537836298004,1.04051441329294,0.7772354659996885,2.6469171820065105
2017 to 2019,Scotland,Male,16,70 to 74,0.603379334951591,13.88888888888889,7.5,5.3739517265776815,0.788420107621408,0.8087247048951307,4.346047524197213
2017 to 2019,Scotland,Male,17,75 to 79,0.555537917769028,10.8,5.4,4.5217648666407095,0.7805373409041282,0.6376148188695104,2.883144286413632
2017 to 2019,Scotland,Male,18,80 to 84,0.501103560634641,8.043478260869565,3.7,3.9670160954359064,0.7133808789508902,0.497682175241475,1.9743131995944847
2017 to 2019,Scotland,Male,19,85 to 89,0.444935673117581,5.714285714285714,2.4,3.5199670319509466,0.5211506870545074,0.3550369476119544,1.249718350718575
2017 to 2019,Scotland,Male,20,90+,0.379644340921231,4.2105263157894735,1.6,4.2105263157894735,0.0,0.1850277491777052,0.7790642070640219
2017 to 2019,United Kingdom,Female,1,<1,0.93778305204186,83.55263157894737,63.5,-2.842170943040401e-14,1.0127591706539079,1.0,-2.842170943040401e-14
2017 to 2019,United Kingdom,Female,2,01 to 04,0.934698408753434,82.5,62.7,4.466741243566219,0.9919482045309378,1.0127591706539079,4.523733157359729
2017 to 2019,United Kingdom,Female,3,05 to 09,0.928742084950986,78.66666666666667,59.0,4.167945198183801,1.013401725858039,1.0046046409523854,4.1871370893306565
2017 to 2019,United Kingdom,Female,4,10 to 14,0.91907018935185,73.51351351351352,54.4,3.888159934970375,1.0206126126975201,1.018068076946143,3.95841150785433
2017 to 2019,United Kingdom,Female,5,15 to 19,0.897262546251008,68.21917808219177,49.8,3.848482351460291,1.0208568485930984,1.039053119915943,3.99877759422626
2017 to 2019,United Kingdom,Female,6,20 to 24,0.877434273995873,63.05555555555556,45.4,7.107483141281044,0.9552109924388332,1.0607244935182163,7.539081455224596
2017 to 2019,United Kingdom,Female,7,25 to 29,0.865880199320963,58.57142857142857,41.0,3.3301888897989045,1.0357732440305563,1.0132156961577141,3.3741996543142823
2017 to 2019,United Kingdom,Female,8,30 to 34,0.850190536303253,53.33333333333333,36.8,5.919659758776184,0.9744528004586898,1.049461708511954,6.2124562442547155
2017 to 2019,United Kingdom,Female,9,35 to 39,0.828514588524208,48.656716417910445,32.6,5.4512874068342185,0.9819415684335506,1.0226509008336346,5.574763977302061
2017 to 2019,United Kingdom,Female,10,40 to 44,0.803547708589442,44.0,28.6,5.070651794555239,0.9929347922846233,1.0041834295245626,5.091864508981358
2017 to 2019,United Kingdom,Female,11,45 to 49,0.773159415923498,39.20634920634921,24.7,4.805894772843757,0.9992512954494441,0.9970886650106323,4.791903203236358
2017 to 2019,United Kingdom,Female,12,50 to 54,0.741088660500575,34.42622950819672,21.0,4.557089776842105,1.0070167109428128,0.9963421401898311,4.540420581296063
2017 to 2019,United Kingdom,Female,13,55 to 59,0.709073044258995,29.661016949152543,17.5,5.969090608551674,0.9277957168347194,1.0033331849876865,5.98898669175824
2017 to 2019,United Kingdom,Female,14,60 to 64,0.676808329284621,25.535714285714285,14.3,3.733064268709665,1.0418965494851764,0.9308882315897128,3.4750655955098844
2017 to 2019,United Kingdom,Female,15,65 to 69,0.644586494408945,20.925925925925927,11.3,4.664493124178247,0.9643407824292229,0.9698892364496795,4.524041674634019
2017 to 2019,United Kingdom,Female,16,70 to 74,0.603468759076364,16.862745098039216,8.6,5.053690530947753,0.9098779748414734,0.9353037451475655,4.726735680412222
2017 to 2019,United Kingdom,Female,17,75 to 79,0.544189109103712,12.97872340425532,6.1,5.225387112414424,0.7942442055056528,0.8510122774965124,4.4468685873367235
2017 to 2019,United Kingdom,Female,18,80 to 84,0.475251657626615,9.761904761904761,4.1,4.099416222307136,0.8275944788642683,0.6759115702157736,2.7708428557876315
2017 to 2019,United Kingdom,Female,19,85 to 89,0.406460123173971,6.842105263157895,2.6,4.118021415787924,0.5788678175661189,0.5593806837110524,2.303541635100205
2017 to 2019,United Kingdom,Female,20,90+,0.341890404391393,4.705882352941177,1.6,4.705882352941177,0.0,0.3238074755684604,1.523799885028049
2017 to 2019,United Kingdom,Male,1,<1,0.945883841021762,79.62025316455696,62.9,0.0,1.0112540192926045,1.0,0.0
2017 to 2019,United Kingdom,Male,2,01 to 04,0.943469513251647,78.73417721518987,62.2,4.816444097070601,0.985569774908257,1.0112540192926045,4.870648451860784
2017 to 2019,United Kingdom,Male,3,05 to 09,0.938557602756434,75.0,58.5,4.449517480880132,1.009737389214169,0.9966613961692824,4.434662304773621
2017 to 2019,United Kingdom,Male,4,10 to 14,0.931937741416424,69.87012987012987,53.8,4.063687779921892,1.0165222761902044,1.0063662760985197,4.0895583383070555
2017 to 2019,United Kingdom,Male,5,15 to 19,0.92083089677818,64.73684210526316,49.2,3.789527733342176,1.0248987842811825,1.022993737660727,3.876663139900695
2017 to 2019,United Kingdom,Male,6,20 to 24,0.904325497769303,59.46666666666667,44.6,6.822486374926413,0.9559764082828454,1.048465038055742,7.153138436722004
2017 to 2019,United Kingdom,Male,7,25 to 29,0.890745679054292,55.06849315068494,40.2,6.0934782439965005,0.9685866457868743,1.0023078412906652,6.107541024691765
2017 to 2019,United Kingdom,Male,8,30 to 34,0.874510566042762,50.563380281690144,35.9,2.897439474770799,1.0525602070928561,0.9708219900416081,2.812897956922099
2017 to 2019,United Kingdom,Male,9,35 to 39,0.853708014885642,45.285714285714285,31.7,5.214004007302414,0.9872740213521766,1.0218485948884937,5.327922668604947
2017 to 2019,United Kingdom,Male,10,40 to 44,0.828756638342291,40.588235294117645,27.6,4.810268288444121,0.9963484482592627,1.0088445714886343,4.852813050200775
2017 to 2019,United Kingdom,Male,11,45 to 49,0.798964246881713,35.90909090909091,23.7,6.375743668581535,0.9303004380760452,1.0051607233374815,6.408647117725784
2017 to 2019,United Kingdom,Male,12,50 to 54,0.764888515805289,31.746031746031747,20.0,4.099210529712842,1.022094602542699,0.9351014612576936,3.8331777563374025
2017 to 2019,United Kingdom,Male,13,55 to 59,0.726891856952884,27.049180327868854,16.5,5.524304932004117,0.9386787766617706,0.9557621563812793,5.279921594319991
2017 to 2019,United Kingdom,Male,14,60 to 64,0.684665029687123,22.93103448275862,13.3,3.6788238915611977,1.0366574933721688,0.8971536517315951,3.3004702883915664
2017 to 2019,United Kingdom,Male,15,65 to 69,0.645561951381306,18.571428571428573,10.4,5.91625993929671,0.8329984416086796,0.9300410557737632,5.502364640175532
2017 to 2019,United Kingdom,Male,16,70 to 74,0.603446961111576,15.192307692307692,7.9,4.0174653098109765,0.9777987084684625,0.7747227500916358,3.1124217732145056
2017 to 2019,United Kingdom,Male,17,75 to 79,0.550815817107801,11.428571428571429,5.6,4.5344358678761685,0.8164107900823334,0.757522904460737,3.434939028724498
2017 to 2019,United Kingdom,Male,18,80 to 84,0.491813737062372,8.444444444444445,3.8,4.598682460070136,0.6409603307290515,0.6184498729362543,2.844054583104557
2017 to 2019,United Kingdom,Male,19,85 to 89,0.429082774729081,6.0,2.4,3.4740932300591276,0.6062176247858093,0.3964018350965614,1.3771369316919786
2017 to 2019,United Kingdom,Male,20,90+,0.356419351233195,4.166666666666667,1.5,4.166666666666667,0.0,0.24030577893297353,1.0012740788873897
2017 to 2019,Wales,Female,1,<1,0.925639219421429,82.53333333333333,61.9,-7.105427357601002e-14,1.0114379084967329,1.0,-7.105427357601002e-14
2017 to 2019,Wales,Female,2,01 to 04,0.923154042668893,81.6,61.2,4.455266114301281,0.9928191839202963,1.0114379084967329,4.506225040445254
2017 to 2019,Wales,Female,3,05 to 09,0.916776738981252,77.70270270270271,57.5,4.160191634489408,1.0148588483893328,1.0041749588997777,4.1775602635786
2017 to 2019,Wales,Female,4,10 to 14,0.907336839663407,72.46575342465754,52.9,3.8682062510960407,1.0204593794414105,1.019095842370434,3.942072907923298
2017 to 2019,Wales,Female,5,15 to 19,0.888092681889797,67.22222222222223,48.4,7.147776462840511,0.9557298188992547,1.0399459108966544,7.433300904534342
2017 to 2019,Wales,Female,6,20 to 24,0.867056624272613,62.857142857142854,44.0,3.550115287432682,1.0307770534785898,0.99390731708628,3.5284855606792047
2017 to 2019,Wales,Female,7,25 to 29,0.85157583054663,57.536231884057976,39.7,6.337432874281376,0.9635729027120877,1.0244968557370062,6.492680053145607
2017 to 2019,Wales,Female,8,30 to 34,0.83297774937563,53.134328358208954,35.6,3.0717435363796426,1.0489303486478523,0.9871774091019141,3.0323558256688066
2017 to 2019,Wales,Female,9,35 to 39,0.810647593646344,47.72727272727273,31.5,5.593664898221107,0.9770111960359795,1.0354803439065543,5.792130052508012
2017 to 2019,Wales,Female,10,40 to 44,0.786287175483902,43.125,27.6,5.186810092179947,0.9883057875146399,1.01167588927189,5.247370712490562
2017 to 2019,Wales,Female,11,45 to 49,0.757680316184097,38.38709677419355,23.8,4.86897765087879,0.9955876967321217,0.9998451364564289,4.868223623746206
2017 to 2019,Wales,Female,12,50 to 54,0.725527049154781,33.666666666666664,20.2,4.626860348258557,1.0025647419450419,0.99543351649347,4.605731866791216
2017 to 2019,Wales,Female,13,55 to 59,0.691700925605619,28.96551724137931,16.8,6.132391256637803,0.9166583424531262,0.9979865465867214,6.120043972530565
2017 to 2019,Wales,Female,14,60 to 64,0.659083587681669,24.90909090909091,13.7,3.8593738145113754,1.0329953759376993,0.9148126935847036,3.5306041548034237
2017 to 2019,Wales,Female,15,65 to 69,0.624376535153546,20.37735849056604,10.8,4.915081079902182,0.9314624946183045,0.9449972823221102,4.644738262900384
2017 to 2019,Wales,Female,16,70 to 74,0.584109365201957,16.6,8.3,5.350120024540491,0.877109286222267,0.8802295259992711,4.709333613240485
2017 to 2019,Wales,Female,17,75 to 79,0.529595804922446,12.826086956521738,5.9,3.8634419290579345,0.9634843404523589,0.7720574912609851,2.98279928338097
2017 to 2019,Wales,Female,18,80 to 84,0.469194918394559,9.30232558139535,4.0,4.69844569321986,0.6905819832263235,0.7438653027588931,3.495010728083208
2017 to 2019,Wales,Female,19,85 to 89,0.411799155090599,6.666666666666667,2.6,4.31505360025921,0.5144153582766312,0.513699976032486,2.2166429310320486
2017 to 2019,Wales,Female,20,90+,0.349915928483577,4.571428571428571,1.6,4.571428571428571,0.0,0.26425515721744813,1.2080235758511915
2017 to 2019,Wales,Male,1,<1,0.939026248630326,78.58974358974359,61.3,-4.263256414560601e-14,1.011551155115512,1.0,-4.263256414560601e-14
2017 to 2019,Wales,Male,2,01 to 04,0.936268127239978,77.6923076923077,60.6,4.672712021358976,0.9881386408898157,1.011551155115512,4.726687242727811
2017 to 2019,Wales,Male,3,05 to 09,0.930418787352267,73.8961038961039,56.9,4.336147736068284,1.0108138944861773,0.9995527836063652,4.334208539715492
2017 to 2019,Wales,Male,4,10 to 14,0.922282253063799,68.8157894736842,52.3,3.994363217910788,1.0192048153423494,1.0103618419416494,4.035752178232317
2017 to 2019,Wales,Male,5,15 to 19,0.909921067463866,63.6,47.7,7.069766859044783,0.9552562544652154,1.0297656545450948,7.2802030970854705
2017 to 2019,Wales,Male,6,20 to 24,0.892940346753345,59.178082191780824,43.2,3.421878312536492,1.0319914342687897,0.9836900821376683,3.3660677583241276
2017 to 2019,Wales,Male,7,25 to 29,0.876940351792987,54.02777777777778,38.9,6.10689164233019,0.9667037548937553,1.0151597387412359,6.1994705241489525
2017 to 2019,Wales,Male,8,30 to 34,0.858227416026602,49.57142857142858,34.7,2.946691433671539,1.0547891352476182,0.9813587312581163,2.8917613667570614
2017 to 2019,Wales,Male,9,35 to 39,0.836469219160689,44.20289855072464,30.5,5.310639260950246,0.9796170572988286,1.0351265275114483,5.497183577053392
2017 to 2019,Wales,Male,10,40 to 44,0.811582988679694,39.701492537313435,26.6,4.91406835109526,0.9917467421509566,1.01402760281272,4.983000950118982
2017 to 2019,Wales,Male,11,45 to 49,0.781920298598784,35.07692307692308,22.8,6.498923862011676,0.9228312246481808,1.0056585715406592,6.535698487622166
2017 to 2019,Wales,Male,12,50 to 54,0.749200170119594,30.967741935483872,19.2,4.151167108008117,1.018350942815535,0.9280531311528066,3.8525036325254742
2017 to 2019,Wales,Male,13,55 to 59,0.711295594490292,26.333333333333332,15.8,5.59111558183988,0.9236768842461929,0.94508378109237,5.2840726546097
2017 to 2019,Wales,Male,14,60 to 64,0.669777082529666,22.45614035087719,12.8,3.749655589635097,1.028856661868315,0.8729520422710113,3.2732695047848708
2017 to 2019,Wales,Male,15,65 to 69,0.630689030335981,18.181818181818183,10.0,4.9278103150682036,0.9189445454279985,0.898142524182081,4.425875995065852
2017 to 2019,Wales,Male,16,70 to 74,0.588580304161057,14.423076923076923,7.5,4.389236890417683,0.9104780770375976,0.8253431736140575,3.6226267048812275
2017 to 2019,Wales,Male,17,75 to 79,0.539776954773992,11.020408163265307,5.4,4.910127856757227,0.7431421994401719,0.7514568656082352,3.6897492889744674
2017 to 2019,Wales,Male,18,80 to 84,0.487037230345058,8.222222222222221,3.7,4.269220056533192,0.7046656034489139,0.5584393078925216,2.384100293611268
2017 to 2019,Wales,Male,19,85 to 89,0.428948595158573,5.609756097560975,2.3,4.068071354216321,0.37000433840271696,0.3935129718856776,1.6008388484406575
2017 to 2019,Wales,Male,20,90+,0.362418367357837,4.166666666666667,1.5,4.166666666666667,0.0,0.1456015068154471,0.6066729450643629
2018 to 2020,England,Female,1,<1,0.937567002055441,83.11688311688312,64.0,-1.4210854715202004e-14,1.0110584518167458,1.0,-1.4210854715202004e-14
2018 to 2020,England,Female,2,01 to 04,0.934276729355682,82.20779220779221,63.3,4.717083715750363,0.988136551240802,1.0110584518167458,4.7692473587365445
2018 to 2020,England,Female,3,05 to 09,0.928279784688706,78.42105263157895,59.6,4.3987630324161415,1.009394858170402,0.9990638116810638,4.394644961847425
2018 to 2020,England,Female,4,10 to 14,0.918406451509976,73.33333333333333,55.0,4.110464207581259,1.0163675228781057,1.0084498744949886,4.145197114251464
2018 to 2020,England,Female,5,15 to 19,0.894044605302996,68.10810810810811,50.4,7.826511828911649,0.9435380287178577,1.024955700887208,8.021827917104163
2018 to 2020,England,Female,6,20 to 24,0.873748255309506,63.888888888888886,46.0,3.9016531057463766,1.021365405420412,0.9670846815382466,3.7732289512434454
2018 to 2020,England,Female,7,25 to 29,0.865136823013672,58.732394366197184,41.7,3.5565898201478205,1.0327022241239185,0.9877468378351812,3.5130103483278057
2018 to 2020,England,Female,8,30 to 34,0.851643053430722,53.42857142857143,37.4,6.225544274663683,0.9668089898993153,1.0200483563037592,6.350356204466969
2018 to 2020,England,Female,9,35 to 39,0.831521768823847,48.82352941176471,33.2,5.692983432546868,0.978218568600817,0.9861919210064943,5.614374267601542
2018 to 2020,England,Female,10,40 to 44,0.808172018537458,44.09090909090909,29.1,2.7875290142085234,1.065364962295848,0.964711249332663,2.6891605978481508
2018 to 2020,England,Female,11,45 to 49,0.778523848583278,38.76923076923077,25.2,5.2206068101572,0.9830527020565742,1.027769563771673,5.365580783898691
2018 to 2020,England,Female,12,50 to 54,0.748723805107383,34.12698412698413,21.5,4.920133801198311,0.9843192651231683,1.0103516467572498,4.97106528830672
2018 to 2020,England,Female,13,55 to 59,0.720297036280558,29.672131147540988,18.1,6.344852022719358,0.9141771548916584,0.994508590452079,6.3100098417416515
2018 to 2020,England,Female,14,60 to 64,0.689923492200524,25.517241379310345,14.8,3.928041179793258,1.0333292403187666,0.9091570337347951,3.571206267408963
2018 to 2020,England,Female,15,65 to 69,0.662512346890307,20.892857142857142,11.7,5.864153555463812,0.8780815579151159,0.939458546999639,5.5091291785987995
2018 to 2020,England,Female,16,70 to 74,0.62567756181212,17.115384615384617,8.9,4.6995252810335515,0.9459702349981763,0.8249212245461142,3.8767381496156186
2018 to 2020,England,Female,17,75 to 79,0.566065013971759,13.125,6.3,4.164517842496805,0.9387171784050966,0.780350924638871,3.2497853490674578
2018 to 2020,England,Female,18,80 to 84,0.493165665074059,9.545454545454545,4.2,4.626274903865642,0.7105481704517304,0.7325288181428091,3.388879687732437
2018 to 2020,England,Female,19,85 to 89,0.418909929501551,6.923076923076923,2.7,3.5255908375656735,0.7644343692400312,0.5204970115345413,1.8350594948464936
2018 to 2020,England,Female,20,90+,0.356065293166125,4.444444444444445,1.6,4.444444444444445,0.0,0.3978858047037283,1.7683813542387925
2018 to 2020,England,Male,1,<1,0.948321944949162,78.875,63.1,4.9819372813621925,0.9355051209571132,1.0,4.9819372813621925
