period,country,sex,agecode,age,pi,LE,HLE,u,rho,lx,Lx
2018 to 2020,England,Male,2,01 to 04,0.945280972473644,78.9873417721519,62.4,-1.4210854715202004e-14,1.0648464163822526,0.9355051209571132,-1.3294327359249014e-14
2018 to 2020,England,Male,3,05 to 09,0.939348333272728,74.17721518987342,58.6,8.760312399462919,0.932796576826224,0.9961692755584278,8.726754056638487
2018 to 2020,England,Male,4,10 to 14,0.932387772324719,70.12987012987013,54.0,4.068146434294036,1.0183957405403212,0.9292232901803609,3.7802164146102073
2018 to 2020,England,Male,5,15 to 19,0.920206479465988,64.86842105263158,49.3,3.8111604949560487,1.022163960228943,0.9463170407305425,3.6065661213359577
2018 to 2020,England,Male,6,20 to 24,0.902074856556861,59.733333333333334,44.8,3.6855397932977354,1.0266180004858005,0.9672911739852652,3.564990113428378
2018 to 2020,England,Male,7,25 to 29,0.890085874411457,54.5945945945946,40.4,6.419650636304311,0.9608299072013575,0.9930385309243156,6.374960436922981
2018 to 2020,England,Male,8,30 to 34,0.875743708223164,50.138888888888886,36.1,5.70590997490747,0.9780844415027354,0.9541411195153826,5.444243331312203
2018 to 2020,England,Male,9,35 to 39,0.856169765039571,45.42857142857143,31.8,5.157363003619523,0.9886072826341985,0.9332305839959978,4.8130088877472
2018 to 2020,England,Male,10,40 to 44,0.832112919727781,40.73529411764706,27.7,4.7335544806369185,0.9983675697658274,0.9225985517154095,4.367170508301609
2018 to 2020,England,Male,11,45 to 49,0.802441065771114,36.06060606060606,23.8,4.439838644178419,1.0068304052991885,0.9210924739455855,4.089501960685514
2018 to 2020,England,Male,12,50 to 54,0.768579545924409,31.406250000000004,20.1,4.227533447434013,1.0151086905175248,0.9273839088606661,3.920546493320562
2018 to 2020,England,Male,13,55 to 59,0.731223043718498,26.7741935483871,16.6,5.687639816436022,0.9284378135709803,0.9413954653305744,5.354318331626492
2018 to 2020,England,Male,14,60 to 64,0.688793776234241,22.71186440677966,13.4,5.29028616230794,0.9291508397051584,0.874027147537154,4.623853724097286
2018 to 2020,England,Male,15,65 to 69,0.651143609512056,18.75,10.5,4.643249464545811,0.9464022511127494,0.8121030580592511,3.770797089489633
2018 to 2020,England,Male,16,70 to 74,0.611939744745071,14.90566037735849,7.9,4.8895166735080515,0.8764125740869134,0.7685761622828231,3.757965960342694
2018 to 2020,England,Male,17,75 to 79,0.558292439423158,11.428571428571429,5.6,4.221373713418243,0.8534839399523508,0.6735898127681303,2.843474329245702
2018 to 2020,England,Male,18,80 to 84,0.496584998616257,8.444444444444445,3.8,4.371509326202489,0.6788225197069927,0.5748980873131102,2.513172350305234
2018 to 2020,England,Male,19,85 to 89,0.429867070669158,6.0,2.4,3.4350946404562106,0.6595470924541172,0.39025376820461616,1.3405586275775172
2018 to 2020,England,Male,20,90+,0.358451704357391,3.888888888888889,1.4,3.888888888888889,0.0,0.2573907381386176,1.0009639816501796
2018 to 2020,Northern Ireland,Female,1,<1,0.950076577931674,82.8,62.1,2.842170943040401e-14,1.0114006514657978,1.0,2.842170943040401e-14
2018 to 2020,Northern Ireland,Female,2,01 to 04,0.947206694642549,81.86666666666666,61.4,3.9509662951718383,0.9992654813675246,1.0114006514657978,3.996009884856207
2018 to 2020,Northern Ireland,Female,3,05 to 09,0.939381776956589,77.97297297297297,57.7,3.723961755713745,1.0226750601622496,1.0106577588423984,3.7636508420444565
2018 to 2020,Northern Ireland,Female,4,10 to 14,0.928623326368935,72.6027397260274,53.0,6.641810911202356,0.9676086664984666,1.0335744843275942,6.864806287547363
2018 to 2020,Northern Ireland,Female,5,15 to 19,0.912366871859573,68.16901408450704,48.4,3.209964599826293,1.0381583250976376,1.0000956285070637,3.2102715639487016
2018 to 2020,Northern Ireland,Female,6,20 to 24,0.89217303776538,62.57142857142857,43.8,5.898150795259838,0.9781174844617955,1.0382576026283625,6.123799904627049
2018 to 2020,Northern Ireland,Female,7,25 to 29,0.873080407132411,57.94117647058823,39.4,5.4384330544837525,0.9872310727814518,1.0155379145061885,5.52293496233195
2018 to 2020,Northern Ireland,Female,8,30 to 34,0.851493422104702,53.18181818181818,35.1,5.029169952670237,0.9941191892469253,1.0025705847881827,5.0420978604477575
2018 to 2020,Northern Ireland,Female,9,35 to 39,0.825264610848113,48.4375,31.0,4.719517874987389,1.0076263538106995,0.9966746569124441,4.703823858845203
2018 to 2020,Northern Ireland,Female,10,40 to 44,0.795424093437563,43.38709677419355,26.9,4.440301705997712,1.0116050667063854,1.004275650480216,4.4592868841192645
2018 to 2020,Northern Ireland,Female,11,45 to 49,0.759785411765097,38.5,23.1,6.085820765979534,0.9474913929944445,1.0159303363956373,6.182769938025143
2018 to 2020,Northern Ireland,Female,12,50 to 54,0.721025240033253,34.21052631578947,19.5,4.000640643350394,1.0320147279404652,0.962585249616817,3.8509576723066226
2018 to 2020,Northern Ireland,Female,13,55 to 59,0.680922283579978,29.272727272727277,16.1,5.4571796934845445,0.9453499802447496,0.9934021545028042,5.4211740650164995
2018 to 2020,Northern Ireland,Female,14,60 to 64,0.639237584911167,25.192307692307693,13.1,5.064201697039639,0.9669384252628771,0.9391127071343176,4.7558561651811
2018 to 2020,Northern Ireland,Female,15,65 to 69,0.597818337464853,20.816326530612244,10.2,4.531253296228648,0.9728745049112278,0.9080641621808145,4.114668728068922
2018 to 2020,Northern Ireland,Female,16,70 to 74,0.550791704725522,16.73913043478261,7.7,4.157354299987565,0.9836661341748852,0.8834324722092889,3.6727417870879324
2018 to 2020,Northern Ireland,Female,17,75 to 79,0.495282425841533,12.790697674418604,5.5,4.859575592861304,0.8359831383263101,0.869002604742673,4.222983848140392
2018 to 2020,Northern Ireland,Female,18,80 to 84,0.43700218595554,9.487179487179487,3.7,4.890188501281738,0.6795551892196674,0.7264715247265178,3.5525826967262293
2018 to 2020,Northern Ireland,Female,19,85 to 89,0.375708962109389,6.76470588235294,2.3,3.574058179573977,0.6837102220240635,0.49367749444822906,1.7644320871042798
2018 to 2020,Northern Ireland,Female,20,90+,0.296633110454878,4.666666666666667,1.4,4.666666666666667,0.0,0.33753234933748205,1.5751509635749164
2018 to 2020,Northern Ireland,Male,1,<1,0.964526033043542,78.46153846153847,61.2,4.0334723961587144,0.9472662953775605,1.0,4.0334723961587144
2018 to 2020,Northern Ireland,Male,2,01 to 04,0.959202568126087,78.57142857142857,60.5,3.944297973191638,1.0002931085477966,0.9472662953775605,3.7363005289304634
2018 to 2020,Northern Ireland,Male,3,05 to 09,0.948846083262085,74.60526315789474,56.7,3.7519101173123204,1.0219233611622465,0.9475439472257753,3.555099722194438
2018 to 2020,Northern Ireland,Male,4,10 to 14,0.939683445092207,69.33333333333333,52.0,3.472162316776874,1.0303861850370355,0.9683172953979066,3.362154823763912
2018 to 2020,Northern Ireland,Male,5,15 to 19,0.926610478212615,63.91891891891892,47.3,6.187384054466243,0.9734591358877266,0.9977407639104291,6.173405293110357
2018 to 2020,Northern Ireland,Male,6,20 to 24,0.905361871638004,59.30555555555556,42.7,5.775712412681436,0.9758044322919762,0.9712598618762065,5.609717640177663
2018 to 2020,Northern Ireland,Male,7,25 to 29,0.887972598947757,54.857142857142854,38.4,5.275420236578675,0.9887264334892564,0.947759678126095,4.999830585399693
2018 to 2020,Northern Ireland,Male,8,30 to 34,0.867834045735411,50.14705882352941,34.1,4.825682784173928,0.9970702728658207,0.9370750463585394,4.522026918691389
2018 to 2020,Northern Ireland,Male,9,35 to 39,0.843813814574214,45.45454545454545,30.0,4.460398874286739,1.0090866850525222,0.9343296721684605,4.1674830179528985
2018 to 2020,Northern Ireland,Male,10,40 to 44,0.814008067346858,40.625,26.0,4.187970176247198,1.0222153163224768,0.9428196316346816,3.948500498866416
2018 to 2020,Northern Ireland,Male,11,45 to 49,0.77730318527068,35.645161290322584,22.1,5.709218650843052,0.954713846340158,0.9637646679864871,5.502343217492014
2018 to 2020,Northern Ireland,Male,12,50 to 54,0.734836659047762,31.35593220338983,18.5,3.804485286771598,1.0400215061239995,0.9201194731401244,3.500580997633638
2018 to 2020,Northern Ireland,Male,13,55 to 59,0.689741714521482,26.49122807017544,15.1,5.307384416192519,0.9453946754670063,0.9569440402692131,5.078869886493129
2018 to 2020,Northern Ireland,Male,14,60 to 64,0.640402520880196,22.40740740740741,12.1,5.15497873572404,0.9360360236764382,0.9046898003903985,4.66365668343893
2018 to 2020,Northern Ireland,Male,15,65 to 69,0.598880707584055,18.431372549019606,9.4,4.65122716467372,0.944924254926575,0.8468222434180592,3.938762622236019
2018 to 2020,Northern Ireland,Male,16,70 to 74,0.554154727594709,14.583333333333334,7.0,5.110023435948964,0.8336512709698245,0.8001828774170603,4.088953256646255
2018 to 2020,Northern Ireland,Male,17,75 to 79,0.5018784182875,11.363636363636363,5.0,4.461646167912932,0.8366048722089008,0.6670734727670236,2.976245803487362
2018 to 2020,Northern Ireland,Male,18,80 to 84,0.442308060762847,8.25,3.3,4.009327846404054,0.7633209876472703,0.5580769174382034,2.2375133255203252
2018 to 2020,Northern Ireland,Male,19,85 to 89,0.381621807756898,5.555555555555555,2.0,3.878396629147142,0.4332660559888401,0.42599182380207357,1.6521652534782054
2018 to 2020,Northern Ireland,Male,20,90+,0.305332766080034,3.870967741935484,1.2,3.870967741935484,0.0,0.18456779738221732,0.7144559898666477
2018 to 2020,Scotland,Female,1,<1,0.931808453928781,80.77922077922078,62.2,8.526512829121202e-14,1.013029315960911,1.0,8.526512829121202e-14
2018 to 2020,Scotland,Female,2,01 to 04,0.927508262470135,79.74025974025975,61.4,4.76037770103882,0.9858946427302405,1.013029315960911,4.82240216619893
2018 to 2020,Scotland,Female,3,05 to 09,0.922771832931803,76.05263157894737,57.8,4.401911485708851,1.0101135351490391,0.9987401755345422,4.396365849924376
2018 to 2020,Scotland,Female,4,10 to 14,0.91263607741688,70.93333333333334,53.2,7.76772413606129,0.9487838418520287,1.0088409694045684,7.836398347491334
2018 to 2020,Scotland,Female,5,15 to 19,0.88712645607861,66.57534246575342,48.6,3.9835310355913194,1.0195951183193828,0.9571720107693913,3.812924411299219
2018 to 2020,Scotland,Female,6,20 to 24,0.865990014111588,61.388888888888886,44.2,3.9354371007989712,1.019798769238596,0.975927909572419,3.8407029030364814
2018 to 2020,Scotland,Female,7,25 to 29,0.85192912100949,56.33802816901409,40.0,6.958356572035228,0.9517311006121625,0.9952500810475486,6.925304942275804
2018 to 2020,Scotland,Female,8,30 to 34,0.835801477699401,51.884057971014485,35.8,3.330139016468067,1.0415351700028885,0.9472104550197273,3.1543424930676647
2018 to 2020,Scotland,Female,9,35 to 39,0.817196640662135,46.61764705882353,31.7,5.93112510069723,0.9659390105166674,0.9865530022974851,5.851369275094826
2018 to 2020,Scotland,Female,10,40 to 44,0.794362685228839,42.121212121212125,27.8,2.91773542826828,1.057355180515083,0.9529500308614802,2.7804560664138918
2018 to 2020,Scotland,Female,11,45 to 49,0.767804796728257,37.07692307692308,24.1,5.3810787370538975,0.97406741142037,1.0076066519033942,5.422010729871422
2018 to 2020,Scotland,Female,12,50 to 54,0.736907543322204,32.53968253968254,20.5,5.128092733946939,0.9778403380993399,0.9814768031494849,5.033104062768344
2018 to 2020,Scotland,Female,13,55 to 59,0.70687450936618,28.032786885245905,17.1,4.797074578070113,0.9792193043738369,0.9597276090283516,4.6038849151419186
2018 to 2020,Scotland,Female,14,60 to 64,0.676864954330772,23.728813559322035,14.0,6.0913420182821945,0.8898183840524604,0.9397838017011082,5.724544559402942
2018 to 2020,Scotland,Female,15,65 to 69,0.64998992661966,19.821428571428573,11.1,4.955773154422658,0.9379520679777541,0.836236903788358,4.1442003985318685
2018 to 2020,Scotland,Female,16,70 to 74,0.616462799566339,15.849056603773585,8.4,4.082605775266215,0.9805375690422808,0.7843501332276046,3.2021923837458437
2018 to 2020,Scotland,Female,17,75 to 79,0.563857868829635,12.0,6.0,4.621700843749995,0.8278091736280494,0.7690847729129845,3.5544797438872138
2018 to 2020,Scotland,Female,18,80 to 84,0.497751844901928,8.91304347826087,4.1,4.58537980134274,0.6990841324252361,0.6366554303150137,2.9193069505816345
2018 to 2020,Scotland,Female,19,85 to 89,0.435116075598677,6.190476190476191,2.6,4.492682850318747,0.40322591828739274,0.44507570915558675,1.9995840056167593
2018 to 2020,Scotland,Female,20,90+,0.382719357048378,4.2105263157894735,1.6,4.2105263157894735,0.0,0.179466061531674,0.7556465748702063
2018 to 2020,Scotland,Male,1,<1,0.945494994670555,76.375,61.1,4.911733664598998,0.9347016623338874,1.0,4.911733664598998
2018 to 2020,Scotland,Male,2,01 to 04,0.942047801785378,76.45569620253164,60.4,-2.842170943040401e-14,1.065255731922399,0.9347016623338874,-2.656581905096935e-14
2018 to 2020,Scotland,Male,3,05 to 09,0.936875256929813,71.77215189873418,56.7,8.601892601600191,0.9354057626690994,0.9956963034385683,8.56487266598888
2018 to 2020,Scotland,Male,4,10 to 14,0.92888211930599,67.53246753246754,52.0,3.9987932298569078,1.018683385442702,0.9313800601047569,3.7243962787706217
2018 to 2020,Scotland,Male,5,15 to 19,0.917078043813265,62.36842105263158,47.4,3.7328915056210548,1.025096670402282,0.9487813927613411,3.541698001730124
2018 to 2020,Scotland,Male,6,20 to 24,0.900336472184231,57.2,42.9,6.716118898850297,0.9547469741927276,0.9725926466592905,6.53204785511129
2018 to 2020,Scotland,Male,7,25 to 29,0.884020078768883,52.87671232876713,38.6,3.2237950820200822,1.0422769801066436,0.9285798865200542,2.9935512714261168
2018 to 2020,Scotland,Male,8,30 to 34,0.865802490028588,47.638888888888886,34.3,5.74646241810661,0.9678118326583365,0.9678374399098919,5.561641475278709
2018 to 2020,Scotland,Male,9,35 to 39,0.845467230561746,43.285714285714285,30.3,5.231937966056918,0.9838999200519775,0.9366845264345451,4.900675336070941
2018 to 2020,Scotland,Male,10,40 to 44,0.820763696424705,38.6764705882353,26.3,4.811592598127355,0.9889743129854531,0.9216038306728733,4.434382170071413
2018 to 2020,Scotland,Male,11,45 to 49,0.791686550511827,34.24242424242424,22.6,4.514892602789406,0.9961057722181306,0.9114425152844667,4.115065070125609
2018 to 2020,Scotland,Male,12,50 to 54,0.759152384090105,29.843750000000004,19.1,4.289362369914606,1.0027671095349966,0.907893150519869,3.8942827157431434
2018 to 2020,Scotland,Male,13,55 to 59,0.722889248774585,25.483870967741936,15.8,5.7530322135320375,0.9166295169278614,0.9104053903134306,5.237591537846375
2018 to 2020,Scotland,Male,14,60 to 64,0.681337989967118,21.52542372881356,12.7,5.322015899879354,0.9165564024447632,0.834504453131521,4.441245968086079
2018 to 2020,Scotland,Male,15,65 to 69,0.643465217492847,17.678571428571427,9.9,4.674182578379828,0.9189768120802063,0.7648703993863614,3.575143895530151
2018 to 2020,Scotland,Male,16,70 to 74,0.602287471891815,14.150943396226415,7.5,4.150345042604995,0.9434526748699453,0.7028981612825925,2.917269899135374
2018 to 2020,Scotland,Male,17,75 to 79,0.554553686205426,10.6,5.3,4.484224962724602,0.7603395992288333,0.6631511504232281,2.973718942787377
2018 to 2020,Scotland,Male,18,80 to 84,0.499579493390461,8.043478260869565,3.7,4.042990432926648,0.7000853698900104,0.5042200799409371,2.0385569592907182
2018 to 2020,Scotland,Male,19,85 to 89,0.442788173587709,5.714285714285714,2.4,3.6403579768431396,0.5253950268187857,0.3529971011714215,1.285035813051889
2018 to 2020,Scotland,Male,20,90+,0.37651408143983,3.9473684210526314,1.5,3.9473684210526314,0.0,0.18546292143691262,0.732090479356234
2018 to 2020,United Kingdom,Female,1,<1,0.936771772153897,82.72727272727273,63.7,0.0,1.0111111111111113,1.0,0.0
2018 to 2020,United Kingdom,Female,2,01 to 04,0.933469751149218,81.81818181818181,63.0,4.716567659557114,0.988148849250502,1.0111111111111113,4.768973966885527
2018 to 2020,United Kingdom,Female,3,05 to 09,0.92751986353314,78.02631578947368,59.3,4.395356904660261,1.0095652497917744,0.9991282809088411,4.391525388134012
2018 to 2020,United Kingdom,Female,4,10 to 14,0.917725854267426,72.93333333333334,54.7,4.103698566196755,1.01664530394573,1.0086851924897604,4.139339978164127
2018 to 2020,United Kingdom,Female,5,15 to 19,0.893550409154428,67.70270270270271,50.1,7.802079295872971,0.9437297341995057,1.0254750641043096,8.000837766082242
2018 to 2020,United Kingdom,Female,6,20 to 24,0.87291356528098,63.47222222222222,45.7,3.896067347906289,1.0217166657189447,0.967771309675381,3.770502199866758
2018 to 2020,United Kingdom,Female,7,25 to 29,0.863519590755882,58.309859154929576,41.4,3.5659249687078685,1.0329044186079568,0.9887880756999866,3.5259440878991883
2018 to 2020,United Kingdom,Female,8,30 to 34,0.849619640484775,53.0,37.1,6.249276304150364,0.9662763560236399,1.021323572457375,6.382533200228071
2018 to 2020,United Kingdom,Female,9,35 to 39,0.829476659982899,48.38235294117647,32.9,5.709618415427656,0.9745330376122567,0.9868808199151583,5.634712903219932
2018 to 2020,United Kingdom,Female,10,40 to 44,0.806063168846171,43.78787878787879,28.9,5.273641240513804,0.9859644812125435,0.9617479631931938,5.071913721675779
2018 to 2020,United Kingdom,Female,11,45 to 49,0.776407733879359,39.0625,25.0,4.994957606141092,0.9916373842343907,0.9482493315869978,4.736465211328682
2018 to 2020,United Kingdom,Female,12,50 to 54,0.746005501157818,34.354838709677416,21.3,4.705964972175014,0.9938169967877902,0.9403194867769399,4.4251105674258655
2018 to 2020,United Kingdom,Female,13,55 to 59,0.716827217011853,29.83333333333333,17.9,4.3607308523638295,1.0119253040385143,0.9345054883696946,4.075126914837055
2018 to 2020,United Kingdom,Female,14,60 to 64,0.686160932241511,25.17241379310345,14.6,3.9905243795941026,1.022573971686658,0.9456497504441636,3.7736383837045135
2018 to 2020,United Kingdom,Female,15,65 to 69,0.658617460794507,20.714285714285715,11.6,5.977395804412705,0.8708162219470413,0.9669968211361852,5.780122741539857
